,State,District,Candidate,Party,Incumbent/Challenger/Open,Receipts 18m,Contributions from Individuals 18m,Contributions from PACs and Other Committees 18m,Contributions and Loans from the Candidate 18m,Disbursements 18m,Cash On Hand,Debts 18m,Coverage End Date,Year,Candidate last name,Candidate first name,Candidate middle name
3414,RHODE ISLAND,2,ELLIOT A JOHN MD,Republican Party,Challenger,100355,74155,1000,25000,89198,11156,25000,1994-06-30 00:00:00,1994,ELLIOT,A,JOHN MD
3415,SOUTH CAROLINA,1,BARBER ROBERT A JR,Democratic Party,Open,151387,127188,16250,0,84468,66918,0,1994-06-30 00:00:00,1994,BARBER,ROBERT,A JR
3416,SOUTH CAROLINA,1,HARRELL ROBERT WILLIAM,Republican Party,Open,361404,192086,4500,163178,273963,87440,163179,1994-06-30 00:00:00,1994,HARRELL,ROBERT,WILLIAM
3417,SOUTH CAROLINA,1,HIPP VAN DARREL JR,Republican Party,Open,192779,176826,13400,0,156945,35832,0,1994-06-30 00:00:00,1994,HIPP,VAN,DARREL JR
3418,SOUTH CAROLINA,1,RIVERS L MENDEL JR,Republican Party,Open,127464,65635,0,61000,109621,17843,56000,1994-06-30 00:00:00,1994,RIVERS,L,MENDEL JR
3419,SOUTH CAROLINA,1,ROSE MICHAEL T,Republican Party,Open,177703,64744,3000,109593,161457,16244,98800,1994-06-30 00:00:00,1994,ROSE,MICHAEL,T
3420,SOUTH CAROLINA,1,SANFORD MARSHALL,Republican Party,Open,203738,102502,0,100000,127884,75854,100000,1994-06-30 00:00:00,1994,SANFORD,MARSHALL,
3421,SOUTH CAROLINA,1,WHITMIRE JOHN HENRY,Republican Party,Open,11411,6499,0,4910,8148,3263,4649,1994-06-30 00:00:00,1994,WHITMIRE,JOHN,HENRY
3422,SOUTH CAROLINA,2,SPENCE FLOYD DAVIDSON,Republican Party,Incumbent,157283,27793,127550,0,107680,101291,0,1994-06-30 00:00:00,1994,SPENCE,FLOYD,DAVIDSON
3423,SOUTH CAROLINA,3,ALLGOOD JOHN EDWARD JR,Republican Party,Open,19412,3141,0,16271,17149,2263,16250,1994-06-30 00:00:00,1994,ALLGOOD,JOHN,EDWARD JR
3424,SOUTH CAROLINA,3,BRACKNELL HELEN LOUISE,Democratic Party,Open,6620,5970,500,0,5465,1154,0,1994-06-30 00:00:00,1994,BRACKNELL,HELEN,LOUISE
3425,SOUTH CAROLINA,3,BRYAN JAMES E JR,Democratic Party,Open,77008,76508,500,0,23173,53834,2798,1994-06-30 00:00:00,1994,BRYAN,JAMES,E JR
3426,SOUTH CAROLINA,3,CANTRELL ROBERT JOSEPH,Republican Party,Open,33235,8110,0,25125,16482,16752,25125,1994-06-30 00:00:00,1994,CANTRELL,ROBERT,JOSEPH
3427,SOUTH CAROLINA,3,GRAHAM LINDSEY O,Republican Party,Open,101120,67488,0,32712,88999,12121,0,1994-06-30 00:00:00,1994,GRAHAM,LINDSEY,O
3428,SOUTH CAROLINA,3,MOORE THOMAS L,Democratic Party,Open,135550,53770,16250,65000,120683,14867,65000,1994-06-30 00:00:00,1994,MOORE,THOMAS,L
3429,SOUTH CAROLINA,3,PETTIGREW JOHN WALLACE JR,Republican Party,Open,21415,12865,0,8517,17161,4253,5000,1994-06-30 00:00:00,1994,PETTIGREW,JOHN,WALLACE JR
3430,SOUTH CAROLINA,3,PRACHT DEBBIE DORN,Democratic Party,Open,55491,45487,0,10000,37254,18237,612,1994-06-30 00:00:00,1994,PRACHT,DEBBIE,DORN
3431,SOUTH CAROLINA,4,INGLIS ROBERT D,Republican Party,Incumbent,348707,341453,250,0,120931,238988,0,1994-06-30 00:00:00,1994,INGLIS,ROBERT,D
3432,SOUTH CAROLINA,5,BIGHAM LARRY L,Republican Party,Challenger,49079,38765,0,10172,44073,5004,1214,1994-06-30 00:00:00,1994,BIGHAM,LARRY,L
3433,SOUTH CAROLINA,6,CLYBURN JAMES E,Democratic Party,Incumbent,270406,98162,78655,41071,262819,8659,46089,1994-06-30 00:00:00,1994,CLYBURN,JAMES,E
3434,SOUTH DAKOTA,0,JOHNSON TIM,Democratic Party,Incumbent,249784,104658,136688,0,123934,306281,0,1994-06-30 00:00:00,1994,JOHNSON,TIM,
3435,SOUTH DAKOTA,0,BERKHOUT JAN ISSAYE,Republican Party,Challenger,34332,14623,1000,14455,27696,6635,10000,1994-06-30 00:00:00,1994,BERKHOUT,JAN,ISSAYE
3436,TENNESSEE,1,QUILLEN JAMES HENRY,Republican Party,Incumbent,310737,74656,191095,0,947272,538181,0,1994-06-30 00:00:00,1994,QUILLEN,JAMES,HENRY
3437,TENNESSEE,1,GAUDET LARRY NELSON,Republican Party,Challenger,5549,2549,0,3000,5235,314,5925,1994-06-30 00:00:00,1994,GAUDET,LARRY,NELSON
3438,TENNESSEE,1,"MAUER GEORGE J ""DOC""",Independent,Challenger,5406,0,0,5406,5306,100,0,1994-06-30 00:00:00,1994,MAUER,GEORGE,"J ""DOC"""
3439,TENNESSEE,2,DUNCAN JOHN JAMES JR,Republican Party,Incumbent,164883,87892,68350,0,106210,284045,0,1994-06-30 00:00:00,1994,DUNCAN,JOHN,JAMES JR
3440,TENNESSEE,3,BUTTON RANDALL ALBERT,Democratic Party,Open,117860,69741,6500,40000,67273,50585,40000,1994-06-30 00:00:00,1994,BUTTON,RANDALL,ALBERT
3441,TENNESSEE,3,DURAND H WHITNEY,Democratic Party,Open,200876,97941,1050,101600,158270,42605,101600,1994-06-30 00:00:00,1994,DURAND,H,WHITNEY
3442,TENNESSEE,3,JOLLY CHARLES NELSON,Democratic Party,Open,114027,43394,10000,60631,111327,2698,55000,1994-06-30 00:00:00,1994,JOLLY,CHARLES,NELSON
3443,TENNESSEE,3,MEYER KENNETH J,Republican Party,Open,158184,122161,21300,14723,142525,15658,11423,1994-06-30 00:00:00,1994,MEYER,KENNETH,J
3444,TENNESSEE,3,O'LEARY WILLIAM DEAN,Democratic Party,Open,1200,1200,0,0,1200,0,0,1994-03-31 00:00:00,1994,O'LEARY,WILLIAM,DEAN
3445,TENNESSEE,3,PATTERSON EDWARD L JR,Democratic Party,Open,34119,25168,2000,6200,32533,1585,0,1994-06-30 00:00:00,1994,PATTERSON,EDWARD,L JR
3446,TENNESSEE,3,TURNER BRENDA KAYE,Democratic Party,Open,16000,1000,0,15000,13000,3000,15000,1994-06-30 00:00:00,1994,TURNER,BRENDA,KAYE
3447,TENNESSEE,3,UPPULURI RAM YOSHINO,Democratic Party,Open,142712,140968,300,1000,85709,57002,3500,1994-06-30 00:00:00,1994,UPPULURI,RAM,YOSHINO
3448,TENNESSEE,3,WAMP ZACHARY P,Republican Party,Open,283480,279833,0,0,199441,94190,9612,1994-06-30 00:00:00,1994,WAMP,ZACHARY,P
3449,TENNESSEE,4,DAVIS LINCOLN EDWARD,Democratic Party,Open,210385,66396,0,114958,104556,105829,114669,1994-06-30 00:00:00,1994,DAVIS,LINCOLN,EDWARD
3450,TENNESSEE,4,DUNAWAY DAVID H,Democratic Party,Open,23250,15250,0,7913,23250,0,0,1993-12-31 00:00:00,1994,DUNAWAY,DAVID,H
3451,TENNESSEE,4,HAYWORTH B KEITH,Republican Party,Open,32953,27653,250,5050,32376,574,4038,1994-06-30 00:00:00,1994,HAYWORTH,B,KEITH
3452,TENNESSEE,4,HOOVER M ANDREW,Democratic Party,Open,342192,150459,8593,114214,240789,101403,40114,1994-06-30 00:00:00,1994,HOOVER,M,ANDREW
3453,TENNESSEE,4,MOORE CALVIN MITCHELL,Democratic Party,Open,283019,225065,21900,36000,72724,210294,36000,1994-06-30 00:00:00,1994,MOORE,CALVIN,MITCHELL
3454,TENNESSEE,4,SANDERS CLAIBORNE (CLAY),Republican Party,Open,25316,49,0,25000,5070,22807,42301,1994-06-30 00:00:00,1994,SANDERS,CLAIBORNE,(CLAY)
3455,TENNESSEE,4,WHORLEY JOHN FRANK JR,Democratic Party,Open,458387,152194,50750,247225,243440,214946,171225,1994-06-30 00:00:00,1994,WHORLEY,JOHN,FRANK JR
3456,TENNESSEE,5,CLEMENT ROBERT N (BOB),Democratic Party,Incumbent,342685,168967,165522,0,265439,204485,0,1994-06-30 00:00:00,1994,CLEMENT,ROBERT,N (BOB)
3457,TENNESSEE,5,OSBORNE JOHN E,Republican Party,Challenger,29650,16800,850,12000,18369,11279,12000,1994-06-30 00:00:00,1994,OSBORNE,JOHN,E
3458,TENNESSEE,5,PURCELL BILL,Democratic Party,Challenger,49027,47199,1000,290,49027,0,0,1994-04-15 00:00:00,1994,PURCELL,BILL,
3459,TENNESSEE,5,STONE THOMAS L,Republican Party,Challenger,0,0,0,0,782,0,4250,1993-06-30 00:00:00,1994,STONE,THOMAS,L
3460,TENNESSEE,6,GORDON BARTON JENNINGS,Democratic Party,Incumbent,712907,395406,302740,0,385147,536147,0,1994-06-30 00:00:00,1994,GORDON,BARTON,JENNINGS
3461,TENNESSEE,6,GILL STEVEN L,Republican Party,Challenger,128631,126831,1500,300,46708,81921,300,1994-06-30 00:00:00,1994,GILL,STEVEN,L
3462,TENNESSEE,6,RUDD JOHN DANIEL,Democratic Party,Challenger,40964,12290,0,28600,40854,110,106351,1994-06-30 00:00:00,1994,RUDD,JOHN,DANIEL
3463,TENNESSEE,7,BYRD HAROLD WADE,Democratic Party,Open,228588,186138,17400,24104,155714,72873,17737,1994-06-30 00:00:00,1994,BYRD,HAROLD,WADE
3464,TENNESSEE,7,CASTLE F GUTHRIE JR,Democratic Party,Open,87546,58235,350,25800,51230,39962,41998,1994-06-30 00:00:00,1994,CASTLE,F,GUTHRIE JR
3465,TENNESSEE,7,JEANETTE THOMAS J,Unknown,Open,2506,0,0,2506,2283,223,0,1994-06-30 00:00:00,1994,JEANETTE,THOMAS,J
3466,TENNESSEE,7,LASHLEE FRANK P,Democratic Party,Open,45526,13702,550,29085,17672,27855,33883,1994-06-30 00:00:00,1994,LASHLEE,FRANK,P
3467,TENNESSEE,7,PEARSON MAIDA,Republican Party,Open,198796,119973,8025,70000,198636,160,70000,1994-06-30 00:00:00,1994,PEARSON,MAIDA,
3468,TENNESSEE,7,SALVAGGIO CHARLES A,Republican Party,Open,193581,184566,9000,0,180008,13571,0,1994-06-30 00:00:00,1994,SALVAGGIO,CHARLES,A
3469,TENNESSEE,7,TATUM AARON FRANCIS,Republican Party,Open,8405,7806,250,348,7449,955,2814,1994-06-30 00:00:00,1994,TATUM,AARON,FRANCIS
3470,TENNESSEE,7,TROTTER DON,Democratic Party,Open,97625,95533,350,1092,62778,34846,0,1994-06-30 00:00:00,1994,TROTTER,DON,
3471,TENNESSEE,8,TANNER JOHN S,Democratic Party,Incumbent,107035,34635,58050,0,114823,311610,0,1994-06-30 00:00:00,1994,TANNER,JOHN,S
3472,TENNESSEE,8,VINSON JOHN E,Republican Party,Challenger,445,0,0,445,578,11,11960,1994-06-30 00:00:00,1994,VINSON,JOHN,E
3473,TENNESSEE,9,FORD HAROLD E,Democratic Party,Incumbent,166717,46978,98500,18000,162783,8573,11552,1994-06-30 00:00:00,1994,FORD,HAROLD,E
3474,TENNESSEE,9,DEBERRY RODERICK,Republican Party,Challenger,8492,6177,1200,0,8378,113,950,1994-06-30 00:00:00,1994,DEBERRY,RODERICK,
3475,TEXAS,1,CHAPMAN JIM,Democratic Party,Incumbent,378978,112391,189741,0,295840,369327,0,1994-06-30 00:00:00,1994,CHAPMAN,JIM,
3476,TEXAS,1,BLANKENSHIP DENNIS MICHAEL,Republican Party,Challenger,173624,6589,0,166878,170507,3116,70291,1994-06-30 00:00:00,1994,BLANKENSHIP,DENNIS,MICHAEL
3477,TEXAS,1,BOERNER DENNIS HENRY,Republican Party,Challenger,31977,18597,0,12170,31077,900,11844,1994-06-30 00:00:00,1994,BOERNER,DENNIS,HENRY
3478,TEXAS,2,WILSON CHARLES,Democratic Party,Incumbent,655024,227697,425500,0,290981,379189,0,1994-06-30 00:00:00,1994,WILSON,CHARLES,
3479,TEXAS,2,GROCE EDGAR J BUBBA,Democratic Party,Challenger,15787,1032,0,14754,15787,0,0,1994-03-31 00:00:00,1994,GROCE,EDGAR,J BUBBA
3480,TEXAS,2,PETERSON DONNA,Republican Party,Challenger,36649,22806,4800,9043,30711,6057,0,1994-06-30 00:00:00,1994,PETERSON,DONNA,
3481,TEXAS,2,THOMAS JOHN,Republican Party,Challenger,13044,2300,0,10744,7990,0,3955,1994-06-30 00:00:00,1994,THOMAS,JOHN,
3482,TEXAS,3,JOHNSON SAMUEL ROBERT,Republican Party,Incumbent,314877,209384,102952,3206,314729,13865,0,1994-06-30 00:00:00,1994,JOHNSON,SAMUEL,ROBERT
3483,TEXAS,3,CORLEY DAVID LEE,Republican Party,Challenger,5883,0,0,5418,5850,38,8668,1994-06-30 00:00:00,1994,CORLEY,DAVID,LEE
3484,TEXAS,3,SCHUM DAVID ALAN,Republican Party,Challenger,22843,15853,250,6740,22686,0,1,1994-06-30 00:00:00,1994,SCHUM,DAVID,ALAN
3485,TEXAS,4,HALL RALPH MOODY,Democratic Party,Incumbent,313579,72225,238095,0,250526,101229,0,1994-06-30 00:00:00,1994,HALL,RALPH,MOODY
3486,TEXAS,4,BRIDGES DAVID L,Republican Party,Challenger,13374,8178,96,3600,13271,441,7318,1994-06-30 00:00:00,1994,BRIDGES,DAVID,L
3487,TEXAS,4,MCCORD TIMOTHY JAMES,Republican Party,Challenger,13273,7235,0,6038,13272,0,0,1994-06-30 00:00:00,1994,MCCORD,TIMOTHY,JAMES
3488,TEXAS,5,BRYANT JOHN W,Democratic Party,Incumbent,321478,114471,198877,0,294898,111665,0,1994-06-30 00:00:00,1994,BRYANT,JOHN,W
3489,TEXAS,5,SESSIONS PETER (PETE) ANDERSON,Republican Party,Challenger,103232,88254,13723,528,103153,3219,92153,1994-06-30 00:00:00,1994,SESSIONS,PETER,(PETE) ANDERSON
3490,TEXAS,5,STOKLEY RICHARD MATTHEW,Republican Party,Challenger,13986,3853,0,10030,13642,382,35225,1994-06-30 00:00:00,1994,STOKLEY,RICHARD,MATTHEW
3491,TEXAS,6,BARTON JOE LINUS,Republican Party,Incumbent,440483,242211,193489,0,427601,19895,0,1994-06-30 00:00:00,1994,BARTON,JOE,LINUS
3492,TEXAS,6,GOODE JERRY LYNN,Republican Party,Challenger,639,34,0,604,639,0,0,1994-03-08 00:00:00,1994,GOODE,JERRY,LYNN
3493,TEXAS,6,JESMORE TERENCE JOSEPH,Democratic Party,Challenger,19294,4473,8000,6501,13632,5661,6501,1994-06-30 00:00:00,1994,JESMORE,TERENCE,JOSEPH
3494,TEXAS,7,ARCHER WILLIAM R JR,Republican Party,Incumbent,259357,225583,0,0,158232,772222,0,1994-06-30 00:00:00,1994,ARCHER,WILLIAM,R JR
3495,TEXAS,7,CASAS J MICHAEL,Republican Party,Challenger,7003,5097,0,1799,6770,232,1544,1993-12-31 00:00:00,1994,CASAS,J,MICHAEL
3496,TEXAS,9,BROOKS JACK BASCOM,Democratic Party,Incumbent,467419,114165,331917,0,219524,713222,0,1994-06-30 00:00:00,1994,BROOKS,JACK,BASCOM
3497,TEXAS,9,LECOUR JOHN RICHARD,Republican Party,Challenger,37236,20197,0,17039,37236,0,0,1994-06-30 00:00:00,1994,LECOUR,JOHN,RICHARD
3498,TEXAS,9,SAM GERALDINE AGNES,Democratic Party,Challenger,13377,3386,200,9790,13377,0,39400,1994-06-30 00:00:00,1994,SAM,GERALDINE,AGNES
3499,TEXAS,9,STOCKMAN STEPHEN E,Republican Party,Challenger,63809,61551,2000,0,62141,1059,63786,1994-06-30 00:00:00,1994,STOCKMAN,STEPHEN,E
3500,TEXAS,10,BAYLOR A JO,Republican Party,Open,118243,80099,23600,14439,97073,21167,9200,1994-06-30 00:00:00,1994,BAYLOR,A,JO
3501,TEXAS,10,DOGGETT LLOYD,Democratic Party,Open,920391,741832,168333,0,158689,761701,0,1994-06-30 00:00:00,1994,DOGGETT,LLOYD,
3502,TEXAS,10,LONGSWORTH JOHN,Democratic Party,Open,19730,1550,0,18100,19778,0,0,1994-03-31 00:00:00,1994,LONGSWORTH,JOHN,
3503,TEXAS,11,EDWARDS THOMAS CHESTER,Democratic Party,Incumbent,292294,116499,170000,0,135322,200873,0,1994-06-30 00:00:00,1994,EDWARDS,THOMAS,CHESTER
3504,TEXAS,11,BROYLES JAMES W II,Republican Party,Challenger,3865,3640,0,100,4329,792,13353,1994-06-30 00:00:00,1994,BROYLES,JAMES,W II
3505,TEXAS,12,"GEREN PRESTON M ""PETE""",Democratic Party,Incumbent,485812,205919,273214,0,177896,323464,356208,1994-06-30 00:00:00,1994,GEREN,PRESTON,"M ""PETE"""
3506,TEXAS,13,SARPALIUS WILLIAM CLARENCE,Democratic Party,Incumbent,293579,138021,150605,0,145256,152531,5236,1994-06-30 00:00:00,1994,SARPALIUS,WILLIAM,CLARENCE
3507,TEXAS,13,COLLINS JOSEPH WAYNE,Republican Party,Challenger,14664,10202,0,4462,14664,0,0,1994-06-30 00:00:00,1994,COLLINS,JOSEPH,WAYNE
3508,TEXAS,13,"THORNBERRY WILLIAM MCCLELLAN ""MAC""",Republican Party,Challenger,140884,138634,2250,0,110954,29928,0,1994-06-30 00:00:00,1994,THORNBERRY,WILLIAM,"MCCLELLAN ""MAC"""
3509,TEXAS,14,LAUGHLIN GREGORY H,Democratic Party,Incumbent,464391,133234,324230,0,197846,346236,22776,1994-06-30 00:00:00,1994,LAUGHLIN,GREGORY,H
3510,TEXAS,14,DEATS JIM,Republican Party,Challenger,128494,24994,0,103500,70369,58123,103500,1994-06-30 00:00:00,1994,DEATS,JIM,
3511,TEXAS,15,DE LA GARZA E (KIKA),Democratic Party,Incumbent,347622,117049,228175,0,425598,40330,0,1994-06-30 00:00:00,1994,DE,LA,GARZA E (KIKA)
3512,TEXAS,15,ABBOTT BONNIE,Republican Party,Challenger,17490,68,0,17422,17490,0,0,1994-03-31 00:00:00,1994,ABBOTT,BONNIE,
3513,TEXAS,15,HAUGHEY TOM,Republican Party,Challenger,10452,7031,0,3420,10017,434,0,1994-06-30 00:00:00,1994,HAUGHEY,TOM,
3514,TEXAS,15,MARTINEZ RODRIGO JR,Democratic Party,Challenger,45999,14899,0,31100,42406,3492,27900,1994-04-15 00:00:00,1994,MARTINEZ,RODRIGO,JR
3515,TEXAS,15,OCHOA ELI RENE,Democratic Party,Challenger,81926,35248,0,46665,88681,-6744,46665,1994-03-31 00:00:00,1994,OCHOA,ELI,RENE
3516,TEXAS,15,REEVES LISTER HILL JR,Republican Party,Challenger,16529,13850,0,2679,14245,2283,4677,1994-03-31 00:00:00,1994,REEVES,LISTER,HILL JR
3517,TEXAS,16,COLEMAN RONALD D'EMORY,Democratic Party,Incumbent,368837,100235,256450,0,325338,50217,77187,1994-06-30 00:00:00,1994,COLEMAN,RONALD,D'EMORY
3518,TEXAS,16,BOWEN DICK,Republican Party,Challenger,14955,4115,0,7965,14776,0,0,1994-06-30 00:00:00,1994,BOWEN,DICK,
3519,TEXAS,16,CROWLEY MICHAEL CHARLES,Democratic Party,Challenger,70206,34706,0,35500,70205,0,0,1994-04-15 00:00:00,1994,CROWLEY,MICHAEL,CHARLES
3520,TEXAS,16,LEDESMA RICK,Republican Party,Challenger,27500,2500,0,25000,18823,8676,25000,1994-06-30 00:00:00,1994,LEDESMA,RICK,
3521,TEXAS,16,ORTIZ CARLOS ROBERTO (BOBBY),Republican Party,Challenger,87083,65464,1500,20119,80288,6793,30474,1994-06-30 00:00:00,1994,ORTIZ,CARLOS,ROBERTO (BOBBY)
3522,TEXAS,17,STENHOLM CHARLES W,Democratic Party,Incumbent,316220,123909,187225,0,268190,169650,0,1994-06-30 00:00:00,1994,STENHOLM,CHARLES,W
3523,TEXAS,17,BOONE PHILIP RAY JR,Republican Party,Challenger,73515,69965,50,3500,51625,21888,7805,1994-06-30 00:00:00,1994,BOONE,PHILIP,RAY JR
3524,TEXAS,17,SCHMIDT DONAL R JR,Republican Party,Challenger,4694,2970,0,1724,4144,550,0,1994-02-16 00:00:00,1994,SCHMIDT,DONAL,R JR
3525,TEXAS,18,WASHINGTON CRAIG A,Democratic Party,Incumbent,392687,141121,249190,0,345969,53713,29116,1994-06-30 00:00:00,1994,WASHINGTON,CRAIG,A
3526,TEXAS,18,BLUM EDWARD JAY,Republican Party,Challenger,0,0,0,0,2131,0,67531,1993-07-31 00:00:00,1994,BLUM,EDWARD,JAY
3527,TEXAS,18,BURLEY JERRY TYRONE,Republican Party,Challenger,24066,16222,0,825,21784,2279,2843,1994-06-30 00:00:00,1994,BURLEY,JERRY,TYRONE
3528,TEXAS,18,LEE SHEILA JACKSON,Democratic Party,Challenger,429843,294558,126050,0,366118,63724,0,1994-06-30 00:00:00,1994,LEE,SHEILA,JACKSON
3529,TEXAS,19,COMBEST LARRY ED,Republican Party,Incumbent,227893,155901,61850,0,114751,286266,0,1994-06-30 00:00:00,1994,COMBEST,LARRY,ED
3530,TEXAS,20,GONZALEZ HENRY B,Democratic Party,Incumbent,101035,53485,16550,31000,13717,106873,0,1994-06-30 00:00:00,1994,GONZALEZ,HENRY,B
3531,TEXAS,21,SMITH LAMAR SEELIGSON,Republican Party,Incumbent,432725,287832,88985,0,416825,436164,0,1994-06-30 00:00:00,1994,SMITH,LAMAR,SEELIGSON
3532,TEXAS,21,CAMPBELL SCOTT EDWARD,Republican Party,Challenger,27397,27172,0,144,27395,0,0,1994-05-31 00:00:00,1994,CAMPBELL,SCOTT,EDWARD
3533,TEXAS,22,DELAY THOMAS DALE,Republican Party,Incumbent,451161,205412,244005,0,394076,103549,0,1994-06-30 00:00:00,1994,DELAY,THOMAS,DALE
3534,TEXAS,22,CUNNINGHAM SCOTT DOUGLAS,Democratic Party,Challenger,22765,7271,0,15193,18855,3908,13650,1994-06-30 00:00:00,1994,CUNNINGHAM,SCOTT,DOUGLAS
3535,TEXAS,22,PEPPER GREGORY DALE,Independent,Challenger,414,50,0,364,414,0,0,1994-04-15 00:00:00,1994,PEPPER,GREGORY,DALE
3536,TEXAS,23,BONILLA HENRY,Republican Party,Incumbent,555753,439365,111750,3150,302807,247586,0,1994-06-30 00:00:00,1994,BONILLA,HENRY,
3537,TEXAS,23,RIOS ROLANDO LEO,Democratic Party,Challenger,210304,91254,92050,27000,104051,106248,29579,1994-06-30 00:00:00,1994,RIOS,ROLANDO,LEO
3538,TEXAS,24,FROST MARTIN,Democratic Party,Incumbent,1071074,517339,540360,0,555593,523759,0,1994-06-30 00:00:00,1994,FROST,MARTIN,
3539,TEXAS,24,HARRIS WENDALL JAY,Republican Party,Challenger,8955,3955,0,5000,8955,0,0,1994-01-15 00:00:00,1994,HARRIS,WENDALL,JAY
3540,TEXAS,24,HARRISON EDWARD C,Republican Party,Challenger,274033,126634,8300,135190,170223,103809,89785,1994-06-30 00:00:00,1994,HARRISON,EDWARD,C
3541,TEXAS,24,SCARBOROUGH MARION KENNETH,Republican Party,Challenger,13804,13271,0,532,13804,0,3521,1994-06-30 00:00:00,1994,SCARBOROUGH,MARION,KENNETH
3542,TEXAS,25,BENTSEN KENNETH E JR,Democratic Party,Open,443984,236696,177000,24788,376337,58646,23639,1994-06-30 00:00:00,1994,BENTSEN,KENNETH,E JR
3543,TEXAS,25,CLARK BEVERLEY ANN,Democratic Party,Open,34184,14705,19329,0,33098,1085,0,1994-06-30 00:00:00,1994,CLARK,BEVERLEY,ANN
3544,TEXAS,25,COLBERT PAUL MICHAEL,Democratic Party,Open,199511,126460,72500,0,198464,1047,8840,1994-06-30 00:00:00,1994,COLBERT,PAUL,MICHAEL
3545,TEXAS,25,FONTENOT EUGENE JOSEPH,Republican Party,Open,1880254,23910,2650,1850000,1699803,180450,1000000,1994-06-30 00:00:00,1994,FONTENOT,EUGENE,JOSEPH
3546,TEXAS,25,MCKENNA DOLLY MADISON,Republican Party,Open,255583,206457,14000,25000,257261,103,210992,1994-06-30 00:00:00,1994,MCKENNA,DOLLY,MADISON
3547,TEXAS,25,PATMAN CARRIN F,Democratic Party,Open,328817,239415,24500,62000,328101,714,133331,1994-03-31 00:00:00,1994,PATMAN,CARRIN,F
3548,TEXAS,26,ARMEY RICHARD KIETH,Republican Party,Incumbent,539658,353508,165708,0,317924,572844,0,1994-06-30 00:00:00,1994,ARMEY,RICHARD,KIETH
3549,TEXAS,26,BRYANT LE EARL ANN,Democratic Party,Challenger,10542,3026,50,7316,8937,1604,4816,1994-06-30 00:00:00,1994,BRYANT,LE,EARL ANN
3550,TEXAS,26,CATON JOHN WAYNE,Republican Party,Challenger,267,0,0,0,1583,0,0,1993-12-31 00:00:00,1994,CATON,JOHN,WAYNE
3551,TEXAS,26,COKER JERRY L,Democratic Party,Challenger,2086,412,50,1500,2085,0,6897,1994-06-30 00:00:00,1994,COKER,JERRY,L
3552,TEXAS,27,ORTIZ SOLOMON P,Democratic Party,Incumbent,160380,65120,75250,0,96834,279914,0,1994-06-30 00:00:00,1994,ORTIZ,SOLOMON,P
3553,TEXAS,27,STONE EROL A,Republican Party,Challenger,13803,11122,0,1481,5034,8768,1482,1994-06-30 00:00:00,1994,STONE,EROL,A
3554,TEXAS,28,TEJEDA FRANK M,Democratic Party,Incumbent,128004,43550,60545,23036,117188,12199,41917,1994-06-30 00:00:00,1994,TEJEDA,FRANK,M
3555,TEXAS,29,GREEN GENE,Democratic Party,Incumbent,484074,110823,367450,0,465114,30009,13200,1994-06-30 00:00:00,1994,GREEN,GENE,
3556,TEXAS,29,REYES BEN T,Democratic Party,Challenger,251912,202158,47150,25,250299,2024,113937,1994-06-30 00:00:00,1994,REYES,BEN,T
3557,TEXAS,30,JOHNSON EDDIE BERNICE,Democratic Party,Incumbent,202293,91954,109879,0,122965,94010,0,1994-06-30 00:00:00,1994,JOHNSON,EDDIE,BERNICE
3558,UTAH,1,HANSEN JAMES V,Republican Party,Incumbent,148572,62825,80050,0,84703,86622,0,1994-06-30 00:00:00,1994,HANSEN,JAMES,V
3559,UTAH,1,CORAY BARBARA BICKNELL,Democratic Party,Challenger,135461,82799,39600,8486,35442,100018,6986,1994-06-30 00:00:00,1994,CORAY,BARBARA,BICKNELL
3560,UTAH,2,SHEPHERD KAREN F,Democratic Party,Incumbent,560998,370320,183257,0,216468,367967,0,1994-06-30 00:00:00,1994,SHEPHERD,KAREN,F
3561,UTAH,2,COOK MERRILL A,Independent,Challenger,133914,8780,0,125000,62077,71837,0,1994-06-30 00:00:00,1994,COOK,MERRILL,A
3562,UTAH,2,FOLEY JAMES MATHIAS,Republican Party,Challenger,1819,0,0,1064,1499,320,0,1994-03-31 00:00:00,1994,FOLEY,JAMES,MATHIAS
3563,UTAH,2,WALDHOLTZ ENID GREENE,Republican Party,Challenger,113581,8331,0,105250,137312,-1900,97869,1994-06-30 00:00:00,1994,WALDHOLTZ,ENID,GREENE
3564,UTAH,3,ORTON WILLIAM H,Democratic Party,Incumbent,175443,30455,144580,0,98870,94970,24116,1994-06-30 00:00:00,1994,ORTON,WILLIAM,H
3565,UTAH,3,DESPAIN K DALE,Republican Party,Challenger,77500,0,0,77500,77003,496,77500,1994-06-30 00:00:00,1994,DESPAIN,K,DALE
3566,UTAH,3,DRASCHIL TOM,Republican Party,Challenger,56944,26944,0,25000,56503,440,27000,1994-06-30 00:00:00,1994,DRASCHIL,TOM,
3567,UTAH,3,GREENWAY BARBARA,Socialist Workers Party,Challenger,4464,1188,0,0,4309,153,0,1994-06-30 00:00:00,1994,GREENWAY,BARBARA,
3568,UTAH,3,HERBERT GARY RICHARD,Republican Party,Challenger,17940,17940,0,0,17586,353,12515,1994-03-31 00:00:00,1994,HERBERT,GARY,RICHARD
3569,UTAH,3,THOMPSON DIXIE K,Republican Party,Challenger,45680,35480,2000,8200,45531,147,14506,1994-06-30 00:00:00,1994,THOMPSON,DIXIE,K
